"control_number","session_number","session_type","abstract_title","author_block","abstract_body","abstract_type","abstract_scientific_area","abstract_clinical_area"
"ASC20160789","72.14","QuickShot","Institutional and Patient Factors Affecting Pediatric Patient Transfer in Testicular Torsion","D. L. Lodwick<sup>1</sup>, J. N. Cooper<sup>1</sup>, K. J. Deans<sup>1</sup>, P. C. Minneci<sup>1</sup>, D. McLeod<sup>1,2</sup>  <sup>1</sup>Nationwide Children's Hospital,Center For Surgical Outcomes Research,Columbus, OH, USA <sup>2</sup>Nationwide Children's Hospital,Urology,Columbus, OH, USA","<strong>Introduction</strong>:  Acute testicular torsion is a surgical emergency that requires prompt diagnosis and treatment to maximize testicular salvage. Delays in care increase the chance that a patient will undergo orchiectomy rather than orchidopexy. Interhospital transfers represent a potential delay in care, and the patient and hospital level factors influencing the decision to transfer remain unclear. This population-based study aimed to determine patient and institutional factors associated with transfer for pediatric testicular torsion.<br><br><strong>Methods</strong>:  This retrospective cross-sectional study utilized the National Emergency Department Sample (NEDS) from 2006 to 2012. Encounters by males aged 1 to 21 years with one of the diagnosis codes for testicular torsion (608.2, 608.20, 608.21, or 608.22) were included. Visits at freestanding children's hospitals were excluded. All analyses were weighted to produce nationally representative estimates. Associations of interhospital transfer with patient and institutional characteristics were evaluated using Rao-Scott chi square tests then multivariable logistic regression.<br><br><strong>Results</strong>: During 2006 to 2012, there were 11,435 ED visits for testicular torsion by males aged 1-21 years who were either admitted or transferred to another hospital. In multivariable logistic regression, we found that the probability of transfer decreased significantly with increasing age (Figure) and was lower for patients living in zip codes in the highest income quartile (OR=0.69, p=0.003), or who had  any listed comorbidity (OR=0.55, p&lt;0.001). Patients were less likely to be transferred at hospitals in the Northeast region of the United States (OR=0.28 compared to the Midwest, p&lt;0.001), at urban hospitals (OR=0.31, p&lt;0.001), at teaching institutions (OR=0.55, p&lt;0.001), and at level 1 or 2 trauma centers (OR=0.31, p&lt;0.001). There was also a decreasing probability of transfer with increasing annual pediatric ED volume (OR=0.95 per 1000 patients seen, p&lt;0.001). The probability of interhospital transfer increased significantly over the study period from 23.6% to 38.8% (p&lt;0.001).<br><br><strong>Conclusion</strong>: Older adolescents with testicular torsion are significantly more likely to be transferred than young adults. Interhospital transfers in these patients may represent a potential target for improving outcomes in testicular torsion. Future work should focus on evaluating the effect of transfer on the risk for undergoing orchiectomy.","Outcomes/Clinical",,"Pediatrics"
"ASC20161392","72.15","QuickShot","Pediatric Near-Drowning Accidents: Do They Warrant Trauma Team Activation?","P. N. Chotai<sup>1</sup>, B. Eithun<sup>2</sup>, L. Manning<sup>1</sup>, J. Ross<sup>3</sup>, J. W. Eubanks<sup>1</sup>, A. Gosain<sup>1</sup>  <sup>1</sup>Univeristy Of Tennessee Health Science Center,Pediatric Surgery, Le Bonheur Children's Hospital,Memphis, TN, USA <sup>2</sup>University Of Wisconsin,Pediatric Trauma Program, American Family Children's Hospital,Madison, WI, USA <sup>3</sup>University Of Wisconsin,Division Of Pediatric Emergency Medicine, Department Of Emergency Medicine, American Family Children's Hospital,Madison, WI, USA","<strong>Introduction</strong>: Drowning and near-drowning events remain a leading cause of accidental deaths in children. Currently, many American College of Surgeons (ACS) designated pediatric trauma centers activate the trauma team on receipt of drowning or near-drowning patients. The purpose of this study is to determine the incidence of traumatic injuries, factors associated with mortality and need for Pediatric Trauma Surgery involvement for children involved in drowning and near-drowning events.<br><br><strong>Methods</strong>: Following IRB approval, retrospective chart review was performed for patients presenting with drowning and near-drowning events at either of the two ACS Level I Pediatric Trauma Centers between 1/1/2011-12/31/2014. Patients with ICD-9 codes for fatal/nonfatal drowning or E-codes for fall into water, accidental drowning, or submersion were included. Patient demographics, drowning characteristics, level of trauma activation, transfer, Glasgow coma scale (GCS) and body temperature at arrival, cervical spine and head imaging, admission and discharge details, mortality, need for surgical intervention in first 24 hours, and other associated injuries were recorded. Univariate analysis using chi-square or Fisher exact test for nominal variables and student t-test for continuous variables was performed.<br><br><strong>Results</strong>:104 patients, with a median age of 4.0 years (range, 18 days to 17 years), met the inclusion criteria. 27 (26%) were female and 77 (74%) were male. The most frequent site of drowning was the pool (78.1%), followed by bathtub (14.4%), and natural water (6.7%). A witnessed fall or dive was reported in 35.6% patients, 39.4% patients did not fall or dive and 25% had an unwitnessed near-drowning event. Most (72.1%) patients did not undergo any cervical spine imaging. Brain/Head imaging was obtained in 33.7% patients. Notably, none of the patients, at either site, required any form of surgical intervention in the first 24 hours after presentation, other than placement of monitoring lines. Only 6.7% patients were admitted to the Pediatric Trauma Surgery service. The majority of patients (59.6%) were admitted to the pediatric intensive care unit, or to general pediatric floor (34.6%). A small proportion of patients (5.8%) were discharged home from the emergency department. Overall mortality was 17.3%. Factors associated with mortality included transfer from outside hospital (p=0.016), presence of hypothermia on arrival (p&lt;0.0001), GCS of 3 on arrival (p&lt;0.0001), or drowning in a pool compared to bathtub or freshwater (p=0.013).<br><br><strong>Conclusion</strong>:The incidence of associated traumatic injury in drowning and near drowning patients is low. In this series, we did not find any traumatic injures requiring immediate surgical attention. Additionally, the majority of patients are admitted to non-surgical services for their inpatient management. These data suggest that routine Pediatric Trauma Surgery service involvement in patients with near-drowning accidents may be unnecessary.","Outcomes/Clinical",,"Pediatrics"
"ASC20160026","72.16","QuickShot","10 Year Analysis of Benign Teratomas: Outcomes and Follow-up","B. P. Blackwood<sup>1,2</sup>, C. J. Hunter<sup>1</sup>, H. Sparks<sup>1</sup>, M. Browne<sup>3</sup>  <sup>1</sup>Ann And Robert H. Lurie Children's Hospital Of Chicago,Pediatric Surgery,Chicago, IL, USA <sup>2</sup>Rush University Medical Center,General Surgery,Chicago, ILLINOIS, USA <sup>3</sup>Children's Hospital, Lehigh Valley Health Network,Pediatric Surgery And Urology,Allentown, PA, USA","<strong>Introduction</strong>:  Benign teratomas account for 80% of all teratomas. Surgical resection remains the standard of care.  However, evidence-based recommendations for post-operative follow up are lacking.  In some centers, patients may receive no long term follow up; whereas at others institutions, long-term care for several years may be provided. Our aim was to review outcomes of patients that have undergone therapy for benign teratomas in an effort to generate a decision tree for the follow up of these patients.<br><br><strong>Methods</strong>: After IRB approval, the electronic medical records of patients at the Lurie Children&#39;s Hospital of Chicago (January 1st, 2005 to January 1st, 2015) were queried.  Patient age, sex, classification of teratoma, surgical procedure, alpha fetoprotein levels (AFP), pathology, follow up plan, follow up time, and recurrences were recorded.  Patients with the pathological diagnosis of sacrococcygeal teratoma were excluded. Statistical analysis was completed with Student's T-test and ANOVA using Graph Pad Prism 6 software.<br><br><strong>Results</strong>:We identified 73 patients with a pathologic diagnosis of a teratoma. Of these, there were 65 ovarian teratomas (4 immature, 61 mature), 5 mediastinal teratomas (all mature), and 3 retroperitoneal (1 immature, 2 mature). Ages ranged from 2 days to 21 years.  There was a significant difference in the initial AFP level between the groups. The immature teratomas had an average AFP of 2239.2 and the mature teratomas had an average AFP of 3.15 (p&lt;0.0004). There were no significant differences in follow-up time (p=0.895). There was one recurrence in the immature group and no recurrences in the mature group (p=0.0001). Overall, there was a 1.3% recurrence rate. The only recurrence was that of an immature ovarian teratoma with an initially elevated AFP of 1978. Post-operative AFP levels were not elevated, even during episodes of recurrence. We identified high variability in the recommended follow up (10 different strategies). Most commonly, an ultrasound and AFP every 3 months for 1 year, every 6 months for the next 2 years, and then yearly till 5 years postoperatively.<br><br><strong>Conclusion</strong>:Our data indicates that patients with a diagnosis of ovarian, mediastinal, or retroperitoneal teratoma are at a low risk of recurrence after complete surgical resection.  Our findings correlate with current literature in that immature teratomas may have an increased risk of recurrence as compared to the mature teratomas. Based on our review, patients with mature teratomas do not need to be followed past the initial post-operative period. However, surgeons may consider following patients with benign teratomas with immature elements, especially patients with elevated preoperative AFP, for at least one year post-operatively.","Outcomes/Clinical",,"Pediatrics"
"ASC20160402","72.17","QuickShot","To Wrap or Not? Antireflux Procedures after Gastrostomy in Infants","K. A. Nestor<sup>1</sup>, S. Larson<sup>1</sup>, J. A. Taylor<sup>1</sup>, D. W. Kays<sup>1</sup>, S. Islam<sup>1</sup>  <sup>1</sup>University Of Florida College Of Medicine,Pediatric Surgery,Gainesville, FL, USA","<strong>Introduction</strong>:  There is controversy regarding the need for an antireflux procedure in infants who require feeding access. A Cochrane review on this topic noted a lack of evidence and recommended further studies. The purpose of this report was to assess outcomes in infants who underwent a gastrostomy alone vs. gastrostomy plus fundoplication.<br><br><strong>Methods</strong>:  A retrospective review of all neonates and infants who had a gastrostomy placed at a single institution from 2009-2014 was conducted. Demographics, comorbidities, hospital course, procedure, and outcomes were recorded. The cohort was then divided into gastrostomy and gastrostomy plus fundoplication. Main outcome variable was need for further antireflux procedures.<br><br><strong>Results</strong>: There were 226 cases - 104 gastrostomy and 122 with fundoplication. The cohorts were similar in gender, gestational age, race, weight, median age, LOS, and proportion neurologically impaired. Preoperative diagnosis of reflux was significantly higher in the fundoplication cohort (22 vs. 87%). There was a trend to increased overall complications in the gastrostomy group (31 vs. 20%), including minor issues. Postoperative need for antireflux medications was significantly increased for gastrostomy patients compared to preoperative use (p=0.01). Readmission for respiratory issues or aspiration events was equivalent (Table). Post-op reflux requiring a fundoplication or GJ tube was noted in 21/104 gastrostomy cases (25%), and compared to the remaining gastrostomy patients (n=83), the incidence of neurologic impairment, type of feeds, and age at surgery, were similar.<br><br><strong>Conclusion</strong>: There was a high rate of reflux in patients who had a gastrostomy alone with a significant number requiring a secondary antireflux procedure, despite the &lsquo;high-risk' patients undergoing a fundoplication already. These results suggest that a more liberal use of concomitant fundoplication may be justified in these patients.","Outcomes/Clinical",,"Pediatrics"
"ASC20161010","72.18","QuickShot","Morbidity and Healthcare Costs of Vascular Anomalies: a National Study of 7,485 Pediatric Inpatients","J. Kim<sup>1</sup>, Z. Sun<sup>1</sup>, B. C. Gulack<sup>1</sup>, E. Benrashid<sup>1</sup>, M. J. Miller<sup>2</sup>, A. C. Allori<sup>1</sup>, H. E. Rice<sup>1</sup>, C. K. Shortell<sup>1,2</sup>, E. T. Tracy<sup>1</sup>  <sup>1</sup>Duke University Medical Center,Surgery,Durham, NC, USA <sup>2</sup>Duke University Medical Center,Radiology,Durham, NC, USA","<strong>Introduction</strong>: With novel medical therapies, interventional procedures, and surgical techniques increasingly used to manage vascular anomalies, the quality of life for children with vascular anomalies has improved. This study aimed to define morbidities and costs related to modern-day care for children with vascular anomalies.<br><br><strong>Methods</strong>: We reviewed the 2003-2009 Kids' Inpatient Database (KID) for pediatric patients (age &lt; 21 years) hospitalized with hemangiomas, arteriovenous malformations (AVM), or lymphatic malformations (LM) as a primary diagnosis. Patients were grouped by type of vascular anomaly. Patient characteristics, comorbidities, complications, and hospital charges were compared. <br><br><strong>Results</strong>:In total, 7,485 pediatric patients with vascular anomalies were identified. Within this cohort, frequently associated comorbidities included chronic anemia (4.0%), hypertension (2.4%), and coagulopathy (1.8%). They also had nontrivial rates of sepsis (4.6%) and cellulitis (1.4%) associated with hospital care. Notably, children with AVM had the highest rate of in-hospital mortality (1.0%, p &lt; 0.001). AVM also were associated with the highest median hospital charge ($38,574, p &lt; 0.001), more than twice the cost for hemangiomas or LM. AVM care also had the greatest increase in median hospital charge (38.8%) from 2003 to 2009 (Figure).<br><br><strong>Conclusion</strong>:We found a significant rate of morbidity in children with vascular anomalies, most often from blood loss and infection. The greater cost of AVM care may be related to the higher mortality rate as well as the complexity of procedures required to treat them. Cost-effective management of vascular anomalies should target prevention and early recognition of both chronic comorbidities and acute complications.","Outcomes/Clinical",,"Pediatrics"
"ASC20160852","72.19","QuickShot","A Systematic Review of Thymectomy for Juvenile Myasthenia Gravis (JMG)","A. L. Madenci<sup>1</sup>, G. Z. Li<sup>1</sup>, C. B. Weldon<sup>2</sup>  <sup>1</sup>Brigham And Women's Hospital,Boston, MA, USA <sup>2</sup>Children's Hospital Boston,Boston, MA, USA","<strong>Introduction</strong>:  Treatment of JMG stems from experience with pharmacologic agents, immunoglobulins, and surgery among adults. Thymectomy may eliminate the production of auto-antibodies, but its role among pediatric patients has never been defined by a prospective, randomized trial. We performed a systematic review to evaluate the complications and outcomes of thymectomy for JMG.<br><br><strong>Methods</strong>:  We performed a computerized search of MEDLINE from January 2000 to March 2015, supplemented with manual searches. Using a priori criteria, we evaluated 118 studies. Case series with fewer than 10 thymectomies were excluded. Data extraction was performed by independent reviewers and included demographic characteristics, timing of thymectomy, serology data, severity of JMG, peri-operative complications, surgical pathology, study design, and potential confounders.<br><br><strong>Results</strong>: Twelve retrospective studies met inclusion criteria. Of 653 total participants with JMG, 400 (61%) underwent thymectomy. The majority of thymectomies were performed via transsternal approach (n=295, 69%). Median (or mean) time to thymectomy was less than one year in 4 (44%) of 9 studies that specified time to thymectomy. Pre-operatively, patients were primarily Osserman stage I (n=135, 45%), followed by stages II (n=99, 33%), III (n=47, 16%), and IV (n=21, 7%). Elevated anti-acetylcholine receptor (AChR) antibodies were found in 87% (n=65/75) of thymectomized patients tested. Surgical pathology most often showed thymic hyperplasia (n=283, 87%), followed by normal thymus (n=35, 11%), and thymoma (n=8, 2%). Mean post-operative follow-up ranged from 2 to 5 years. Post-operative complications were not well documented. Post-operative improvement in JMG severity was recorded in 89% (n=281/316), including 28% (n=90/316) patients with complete sustained remission. Twenty-four (8%) patients had unchanged symptom severity post-operatively and nine (3%) patients had worsening of symptoms post-operatively. Two patients died post-operatively. Comparisons of thymectomy to non-operative management were mixed. One study reported a trend toward higher remission rate with thymectomy (55% vs. 38%, p=0.06). A second reported similar incidences of complete remission with and without thymectomy. One study found no effect of anti-AChR antibody status on response to thymectomy. Outcomes specific to surgical pathology findings were limited. No study stratified outcome of thymectomy by severity of JMG or timing of thymectomy for JMG.<br><br><strong>Conclusion</strong>: Existing data studying thymectomy for JMG is entirely retrospective and does not support a clear benefit toward decreasing severity of disease. Reported complications were rare. Overall, the included studies were limited by power and heterogeneity with respect to timing of surgery, serology, patient age, and severity of JMG. Prospective, randomized study of thymectomy for JMG is warranted.","Outcomes/Clinical",,"Pediatrics"
"ASC20160968","72.20","QuickShot","Extent of Peritoneal Contamination on Resource Utilization in Children with Perforated Appendicitis","C. Feng<sup>1</sup>, S. Anandalwar<sup>1</sup>, F. Sidhwa<sup>1</sup>, C. Glass<sup>1</sup>, M. Karki<sup>1</sup>, D. Zurakowski<sup>1</sup>, S. Rangel<sup>1</sup>  <sup>1</sup>Children's Hospital Boston,Surgery,Boston, MA, USA","<strong>Introduction</strong>:  The degree of peritoneal contamination can be widely variable in children with perforated appendicitis and its effects on disease severity has not been characterized. The purpose of the study was to explore this relationship in the post-operative setting using measures of resource utilization as surrogate markers for disease severity.<br><br><strong>Methods</strong>:  Intraoperative findings were collected prospectively from attending surgeons using a standardized survey at a single children's hospital from 2011 to 2014. Peritoneal contamination (defined as the presence of purulent fluid or fibrinous exudate) was categorized as 'localized' (confined to the right lower quadrant and pelvis) or 'extensive' (extending to the liver as a marker for uncontained perforation) in patients with perforated disease. Imaging utilization, postoperative length of stay (PLOS), hospital cost, and readmission rates were compared using chi-square statistics for proportions and the Mann-Whitney U-test for continuous data.<br><br><strong>Results</strong>: Eighty-eight patients were identified with perforated disease, of which 38% (34/88) were found to have extensive peritoneal contamination. Groups were similar on the basis of age, weight, gender, race, insurance status, preoperative WBC count and maximum temperature. Patients with extensive peritoneal contamination had significantly higher rates of postoperative abdominal imaging (58.8% vs 27.7%, p&lt;0.01) and a 30% higher median hospital cost ($17,663[IQR $12,564-$23,697] vs $13,516[IQR $10,546-$16,686], p&lt;0.01, figure) compared to patients with localized contamination. Median PLOS was 50% longer for patients with extensive contamination (6 days [IQR 4-9] vs 4 days [IQR 2-5], p&lt;0.01, figure), and the readmission rate was nearly four-fold higher compared to children with localized contamination (20.6% vs 5.6%, p=0.04).<br><br><strong>Conclusion</strong>: In children with complicated appendicitis, extensive peritoneal contamination is associated with greater postoperative imaging, length of stay, cost, and readmission rates. These findings may have important severity-adjustment implications for reimbursement and comparative performance reporting for hospitals that serve populations where late presentation and more severe disease are common.","Outcomes/Clinical",,"Pediatrics"
"ASC20161533","73.01","QuickShot","30-day Outcomes for Children and Adolescents undergoing Sleeve Gastrectomy at a Children's Hospital","A. L. Speer<sup>1</sup>, J. Parekh<sup>1</sup>, F. G. Qureshi<sup>2</sup>, E. P. Nadler<sup>1</sup>  <sup>1</sup>Children's National Medical Center,Pediatric Surgery,Washington, DC, USA <sup>2</sup>University Of Texas Southwestern Medical Center,Pediatric Surgery,Dallas, TX, USA","<strong>Introduction</strong>: Morbid obesity affects millions of children and adolescents and its prevalence continues to rise. The incidence of obesity-related comorbidities in the pediatric population has also increased with a concomitant decrease in age of onset. Nonsurgical options do not result in significant or sustained weight loss in these children and thus bariatric surgery has become an increasingly utilized option. Bariatric surgery is known to be a safe and effective weight loss solution in morbidly obese adults, however, limited data exists regarding safety and efficacy for pediatric bariatric surgery outside of NIH-funded centers. We sought to assess the perioperative outcomes and safety of children and adolescents undergoing laparoscopic sleeve gastrectomy for morbid obesity at a free-standing children's hospital which is not part of the NIH consortium.<br><br><strong>Methods</strong>: We retrospectively reviewed demographics, comorbidities, and 30-day complications for all patients who underwent laparoscopic sleeve gastrectomy during a 5 year period from 2010-2015 at a single free-standing children's hospital that is not a member of the Teen-Longitudinal Assessment of Bariatric Surgery (Teen-LABS) study.<br><br><strong>Results</strong>:A total of 105 patients underwent 107 laparoscopic sleeve gastrectomy procedures (2 revisions). The mean age was 17.3 years (4.5-24.8). The male to female ratio was 1:3.6. The majority of the patients were Black (56.2%), followed by White (22.9%), and Hispanic (17.1%). The mean Body Mass Index was 51.0 m2/kg (37.4-86.8). The most common comorbidities included obstructive sleep apnea (61.3%), hypertension (14.2%), diabetes (11.3%), nonalcoholic fatty liver disease (9.4%), and dyslipidemia (6.6%). Average length of stay (LOS) was 1.8 days (1-7). One patient was excluded from LOS as she was awaiting heart transplant and her LOS exceeded the 30-day outcome period. There were no deaths. Major complications occurred in 3 patients (2.9%) during their initial postoperative hospitalization requiring reoperation and in 1 patient (1.0%) after discharge before the 30th postoperative day.  The reoperations were for gastric leak, epigastric bleed, and splenic parenchymal laceration.  The fourth patient did not require reoperation but did require anticoagulation for pulmonary embolus and deep venous thrombosis. Minor complications were observed in 4 patients (3.8%).  These included one submucosal hematoma requiring 2 weeks of TPN and three patients with decreased oral intake secondary to edema which required readmission for intravenous fluid hydration and steroids.<br><br><strong>Conclusions</strong>:Laparoscopic sleeve gastrectomy is a safe treatment option for morbidly obese children and adolescents and can be successfully performed at a non-NIH funded center. Future studies and more longitudinal data are necessary to confirm the long-term safety profile as well as the efficacy of bariatric surgery in the pediatric population.","Outcomes/Clinical",,"Pediatrics"
"ASC20160025","73.02","QuickShot","Patients Presenting as Transfers for Intussusception have an Increased Risk for Surgical Management","B. P. Blackwood<sup>1,2</sup>, F. Hebal<sup>1</sup>, C. J. Hunter<sup>1,3</sup>  <sup>1</sup>Ann And Robert H. Lurie Children's Hospital Of Chicago,Pediatric Surgery,Chicago, IL, USA <sup>2</sup>Rush University Medical Center,General Surgery,Chicago, IL, USA <sup>3</sup>Northwestern University Feinberg School Of Medicine,Pediatrics,Chicago, IL, USA","<strong>Introduction</strong>: Intussusception is a potentially life-threatening condition and is the most frequent cause of bowel obstruction in the first two years of life. Multiple attempts at reduction are sometimes required, however intussusceptions are successfully treated with therapeutic enemas in 75-90% of cases. We hypothesized that patients who transferred from outside community hospitals (OSH) to a large academic children's hospital with intussusception were more likely to require operative management for their intussusception than those who were directly admitted.<br><br><strong>Methods</strong>: After IRB approval the electronic medical record was queried for patients presenting to Ann and Robert H. Lurie Children&#39;s Hospital of Chicago with a diagnosis of intussusception (July 1st, 2009 - July 1st, 2014). Age, sex, symptom duration, radiologic management, and surgical care were recorded. Additionally, OSH and transfer reports were analyzed for those patients that presented as a transfer. Statistical analysis was performed with Student's T-test and ANOVA using Graph Pad Prism 6 Software.<br><br><strong>Results</strong>:We identified 270 patients with intussusception confirmed radiographically with ultrasound or CT. Of these patients, 212 (78.5%) were successfully treated non-surgically, and 58 (21.5%) required surgical management.  Of the patients requiring surgery, there were 38 reductions (24 laparoscopic, 14 open) and 20 bowel resections (1 laparoscopic, 19 open).There were 120 (47.2%) transfers from OSH. Of those patients requiring surgery, 37 (63.8%) had presented as a transfer from an OSH. We found that transferred patients, requiring surgery, spent a mean 7.77 hours at the OSH compared to 4.03 hours for the transferred patients that did not require surgery (p=0.0188). There was no significant difference in transport time (p=0.44).<br><br><strong>Conclusion</strong>:In conclusion, intussusception can be managed non-operatively 78.5% of the time based on our experience. We have identified the amount of time patients spend at hospitals without pediatric surgical capabilities as an independent risk factor necessitating surgical management of intussusception. These data suggest that patients with the diagnosis of intussusception who present to hospitals without pediatric radiology or pediatric surgery, should be transferred in an expedited fashion.  Furthermore, in the event of a failed enema reduction at an OSH the transport of the patient should not be delayed as this may result in a higher likelihood of surgical management.","Outcomes/Clinical",,"Pediatrics"
"ASC20160028","73.03","QuickShot","Optimizing Fluid Resuscitation in Hypertrophic Pyloric Stenosis","B. G. Dalton<sup>1</sup>, K. W. Gonzalez<sup>1</sup>, S. R. Boda<sup>1</sup>, P. G. Thomas<sup>1</sup>, A. K. Sherman<sup>1</sup>, S. D. St. Peter<sup>1</sup>  <sup>1</sup>Children's Mercy Hospital- University Of Missouri Kansas City,Kansas City, MO, USA","<strong>Introduction</strong>:   Hypertrophic pyloric stenosis (HPS) is the most common diagnosis requiring surgery in infants.   Electrolytes are used as a marker of resuscitation of prior to general anesthesia induction.  Often multiple fluid boluses and electrolyte panels are needed, delaying operative intervention.   We have attempted to predict the amount of IV fluid boluses needed for electrolyte correction based on initial values.<br><br><strong>Methods</strong>:  A single center retrospective review of all patients diagnosed with HPS from 2008 through 2014 was performed.  Abnormal electrolytes were defined as Chloride &lt; 100 mmol/L, bicarbonate &ge; 30 mmol/L or potassium &gt; 5.2 or &lt; 3.1 mmol/L.  <br><br><strong>Results</strong>: During the study period 542 patients were identified with HPS.  Of the 505 that were analyzed 202 patients had electrolyte abnormalities requiring IV fluid resuscitation above maintenance, and 303 patients had normal electrolytes at time of diagnosis.  Weight on presentation was significantly lower in the patients with abnormal electrolytes (3.8 vs 4.1kg, p&lt;0.01). Length of stay was significantly longer in the patients with electrolyte abnormalities, 2.6 vs 1.9 days (p&lt;0.01).  Fluid given was higher over the entire hospital stay for patients with abnormal electrolytes (106 vs 91 ml/kg/d, p&lt;0.01). The number of electrolyte panels drawn was significantly higher in patients with initial electrolyte abnormalities, 2.8 vs 1.3 (p&lt;0.01).  Chloride was the most sensitive and specific indicator of the need for multiple saline boluses.  Using an ROC curve, parameters of initial Cl<sup>-</sup> &lt; 80 mmol/L and the need for 3 or more boluses AUC was 0.71.  Modifying the parameters to initial Cl<sup>-</sup> &le; 97mml/L and 2 boluses AUC was 0.65.  Sensitivity and specificity values are shown for various initial Cl<sup>-</sup> levels are shown in table 1.  These findings show that a patient with an initial Cl- &lt; 85 will need three 20ml/kg boluses 73% (95% CI 52% to 88%) of the time.  A patient with an initial Cl- &le; 97 will need two 20ml/kg boluses at a rate of 73% (95% CI 64% to 80%).  <br><br><strong>Conclusion</strong>:  Children with electrolyte abnormalities at time of diagnosis of HPS have a longer length of stay; require more fluid resuscitation and more lab draws.  This study reveals high sensitivity and specificity of presenting chloride in determining the need for multiple boluses.  We recommend the administration of two 20ml/kg saline boluses  separated by an hour prior to re-checking labs in patients with initial Cl<sup>-</sup> value &le;97 mmol/L.  If the presenting Cl<sup>-</sup> &lt; 85 three boluses of 20ml/kg of saline separated by an hour are recommended.  If implemented these modifications have potential to save time by not delaying care for extraneous lab results and money in the form of fewer lab draws.","Outcomes/Clinical",,"Pediatrics"
"ASC20161409","73.04","QuickShot","'Masqueradors of Appendicitis: Incidence of Atypical Diagnoses in 6816 Pathologic Specimens'","Z. Farzal<sup>1</sup>, Z. Farzal<sup>1</sup>, N. Khan<sup>2</sup>, S. Cope-Yokoyama<sup>3</sup>, A. C. Fischer<sup>4</sup>  <sup>1</sup>UT Southwestern Medical Center,Dallas, TX, USA <sup>2</sup>Honor Health,Phoenix, AZ, USA <sup>3</sup>Cooks Children's,Pathology,Fort Worth, TX, USA <sup>4</sup>Beaumont Health System,Pediatric Surgery,Royal Oak, MI, USA","~~<strong>Introduction</strong>:  Given the newly evolving paradigm of non-operative management of appendicitis, our goal was to identify the incidence of atypical diagnoses  including tumors, detected among appendectomy specimens to better elucidate those potentially missed in non-operative management.  The possibility of missing an alternative or co-incidental diagnosis such as carcinoid tumor in the non-operative management of appendicitis merits knowing the actual risks of nonoperative management.<br><br><strong>Methods</strong>:  An IRB-approved (062012-049) retrospective review of pediatric patients (n=6816) who underwent appendectomies at an independent children's hospital over an 11 year period from January 2000 to December 2010 was performed. Demographics analyzed and the various multiple classifications of appendicitis was captured. Inclusion criteria required age &lt;17 and surgery for presumed appendicitis thus excluding incidental appendectomies (n=269) from this sample with a final review of 6547 specimens.<br><br><strong>Results</strong>: 5998 (91.6%) subjects showed true appendicitis including acute non-perforated, perforated, chronic, suppurative, gangrenous, and catarrhal appendicitis. In 224 subjects (3.4%), diagnoses other than appendicitis were identified: non-inflammatory obstruction (n=71), other infectious etiologies (n=58), non-specific inflammatory changes (n=58), extra-appendiceal pathology (n=31), tumors (n=4), and foreign body (n=2). Additionally, 6 patients with true appendicitis had co-existing carcinoid tumors. 325 specimens (5.0%) were documented as negative appendicitis. <br><br><strong>Conclusion</strong>: This is the largest analysis of the incidence of pathologies that masquerade as appendicitis in the pediatric population conveying a broad overlap of diagnoses that present similarly or coincidently. Given the common diagnosis of appendicitis, follow-up for routine appendectomies has been streamlined and expedited in such a way that review of pathology may be overlooked; the number of infectious etiologies and tumors detected reinforces the increasing importance of pathology review in post-operative follow-up to appropriately diagnose uncommon conditions that may necessitate further work-up and treatment.  Incidence of carcinoids and infections was low but will need to be considered in nonoperative management with persistence of symptoms or in follow up.","Outcomes/Clinical",,"Pediatrics"
