"control_number","session_number","session_type","abstract_title","author_block","abstract_body","abstract_type","abstract_scientific_area","abstract_clinical_area"
"ASC20220302","32.02","Oral","The impact of an acute care surgery clinical pathway on patient outcomes in acute appendicitis","G. Thakkar<sup>1</sup>, C. Ferguson<sup>1</sup>, K. Kennedy<sup>1</sup>, N. Bennett<sup>1</sup>, T. Oye<sup>1</sup>, S. Nix<sup>1</sup>, L. Benedict<sup>1</sup> &nbsp;<sup>1</sup>University of Missouri Kansas City, General Surgery, Kansas City, MO, USA","<strong>Introduction</strong>: Acute care surgery (ACS) encompasses surgical critical care, emergency general surgery and the surgical management of trauma. Following ACS implementation at our institution, we developed a perioperative clinical pathway for acute appendicitis to improve efficiency and standardize postoperative care. The purpose of our study is to assess the impact of our ACS clinical pathway for patients with acute appendicitis.

<br><br><strong>Methods</strong>: This was a retrospective cohort study involving patients admitted to our tertiary care facility with acute appendicitis who underwent appendectomy. Demographic data, hospital length of stay (LOS), recovery unit discharge rates and inpatient pharmaceutical data were abstracted from patient medical records. Patients were classified by pre- (January 1, 2016-July 31, 2018) and post-initiation (August 1, 2018-December 31, 2020) of our ACS clinical pathway (figure one). Primary outcome was hospital LOS. Statistical analysis was performed using SAS with a p-value &lt;0.05 determined as significant.

<br><br><strong>Results</strong>: 492 patients were analyzed with 225 in the pre-clinical pathway and 267 in the post-clinical pathway. LOS was significantly decreased in our post clinical pathway cohort (31.2 hours vs 50.4 hours, p &lt;0.001). We identified a significant decrease in CT to OR time (6.81 vs 11.4 hours, p &lt;0.001) and time from CT to antibiotic administration (2.20 vs 3.37 hours, p &lt;0.001) in our post clinical pathway cohort. Rate of recovery unit discharge (20 vs. 9%, p&lt;0.001) was significantly increased post utilization of our clinical pathway, while inpatient opioid utilization in morphine equivalents (125 ME vs. 172 ME, p&lt;0.001) was significantly decreased. Furthermore, discharge prescription antibiotic rates were decreased following the implementation of our clinical pathway (23.6% vs. 30.7%, p=.077).

<br><br><strong>Conclusion</strong>: Our ACS clinical pathway for acute appendicitis resulted in earlier surgical intervention, greater recovery unit discharge and decrease LOS. Furthermore, patients had earlier administration of antibiotics, decreased discharge prescription antibiotic rates and decreased inpatient opioid utilization. Further prospective investigation into the role of an ACS clinical pathway on improving patient outcomes with acute appendicitis is warranted.
","Clinical/Outcomes","Patient-Centered Outcomes","General Surgery"
"ASC20220362","32.03","Oral","Toward zero prescribed opioids for outpatient general surgery procedures: a prospective cohort trial","R. Lamm<sup>1</sup>, S. Woodward<sup>1</sup>, B. J. Creisher<sup>1</sup>, D. J. Nauheim<sup>1</sup>, L. Schlegel<sup>1</sup>, T. J. Tatarian<sup>1</sup>, R. Tholey<sup>1</sup>, C. Foley<sup>1</sup>, F. Palazzo<sup>1</sup> &nbsp;<sup>1</sup>Thomas Jefferson University, Surgery, Philadelphia, PA, USA","<strong>Introduction</strong>: Achieving satisfactory post-operative pain control for common elective general surgical procedures, while minimizing opioid utilization, has been challenging. Utilizing pre-operative educational strategies as well as multimodal analgesia we sought to reduce the post-operative opioid use in elective general surgery cases to zero.

<br><br><strong>Methods</strong>: Between November 2019 and August 2021, we developed an opioid sparing protocol (education on the importance of opioid avoidance in the clinic and a single dose of 75mg of pregabalin, 1000mg of acetaminophen, and 600mg of ibuprofen pre-operatively) for patients undergoing elective inguinal hernia repair (IHR) or cholecystectomy. Patients were split into three cohorts: the first cohort established a control baseline before any change in practice, the second cohort underwent the intervention and was provided an opioid script on discharge for breakthrough pain, the third was provided no opioid prescription upon discharge. Two weeks after discharge patients were interviewed to record opioid consumption, pain scores, and level of satisfaction since discharge.

<br><br><strong>Results</strong>: 129 patients in total were recruited for the study. 88 patients underwent IHR and 41 patients underwent cholecystectomy. No major demographic or clinical differences existed between the three groups. Post-operative morphine equivalents consumed in the baseline group (n=58; 43.3 + 7.6) were significantly when the pre-operative analgesia assisted protocol was enacted (n=42; 11.2 + 5.7) and further reduced to zero for every patient in the no opioid group (n=29) (p&lt;0.0001). There were no differences in patients&rsquo; reported average pain scores after discharge (baseline: 2.9 + 0.2 v analgesia-assisted: 2.2 + 0.2 v no-opioid: 3.9 + 0.3, p=0.18), pain scores at two weeks after surgery (baseline: 1.7 + 0.2 v analgesia-assisted: 1.5 + 0.1 v no-opioid: 1.9 + 0.3, p=0.08), or satisfaction levels with experience (baseline: 9.4 + 0.1 v analgesia-assisted: 9.2 + 0.2 v no-opioid: 9.1 + 0.3, p=0.55) on scales of one to ten.

<br><br><strong>Conclusion</strong>: Our study demonstrates that patient education and preoperative interventions can result in zero opioids prescribed after common general surgery procedures with equivalent patient satisfaction and pain scores. 
","Clinical/Outcomes","Patient-Centered Outcomes","General Surgery"
"ASC20221431","32.07","Oral","Impact of Chronic Kidney Disease on Outcomes after Emergency General Surgery Operations in the US","V. Dobaria<sup>1</sup>, J. Hadaya<sup>1</sup>, Y. Sanaiha<sup>1</sup>, Z. Tran<sup>1</sup>, C. Pan<sup>1</sup>, A. Verma<sup>1</sup>, C. Lee<sup>1</sup>, P. Benharash<sup>1</sup> &nbsp;<sup>1</sup>David Geffen School Of Medicine, University Of California At Los Angeles, Los Angeles, CA, USA","<strong>Introduction</strong>: 

Chronic kidney disease (CKD) is frequently encountered in clinical practice and often requires more complex management strategies. However, its impact on outcomes of patients warranting emergency general surgery (EGS) has not been well characterized. The present study examined the association of CKD stage on in-hospital outcomes, resource use, and readmission following EGS using a nationally representative cohort.


<br><br><strong>Methods</strong>: 

The 2016-2018 Nationwide Readmissions Database was queried to identify all adult hospitalizations for EGS operations including large bowel resection (LBR), small bowel resection (SBR), cholecystectomy, appendectomy, lysis of adhesions, and repair of perforated gastric/duodenal ulcer. Patients undergoing EGS &gt;2 days from admission as well as those with trauma-related hospitalizations were excluded. Patients were stratified by severity of CKD into stages 1-3 (CKD1-3), stages 4-5 (CKD 4-5), end-stage renal disease (ESRD), and others (Non-CKD). Logistic models were used to examine factors associated with in-hospital outcomes including mortality and readmissions, while generalized linear models were used to model risk-adjusted inpatient costs. Kaplan-Meier survival analyses were used to study 90-day readmissions by severity of CKD.


<br><br><strong>Results</strong>:

Of an estimated 982,689 patients undergoing EGS operations, 62,597 (6.4%) had a diagnosis of CKD (CKD 1-3: 65.3%, CKD 4-5: 11.2%, ESRD: 23.4%). Patients with CKD were older (71.4&plusmn;13.2 vs 54.5 &plusmn;18.4, p&lt;0.001) and had more chronic conditions (Elixhauser Comorbidity Index 2.3&plusmn;1.9 vs 5.6&plusmn;2.0, p&lt;0.001). Unadjusted rates of mortality increased with the severity of kidney disease in a stepwise manner (2.1% in Non-CKD to 17.3 in ESRD, p&lt;0.001), as did 90-day readmissions (5.5% to 8.6 respectively, p&lt;0.001). After adjustment for patient and hospital factors, ESRD was independently associated with increased risk-adjusted rates of mortality for patients undergoing SBR, LBR, and lysis of adhesions (Figure). Additionally, ESRD patients had greater odds of 90-day readmission (adjusted odds ratio: 1.7, 95% CI 1.6-1.9, reference Non-CKD) among those undergoing EGS. Relative to Non-CKD, those with ESRD had the greatest incremental cost burden when undergoing repair of duodenal perforation (&beta;: +$83,600, 95% CI 69,400-97,800) and the lowest for lysis of adhesions (&beta;: +$41,000, 95% CI 30,500-50,100).


<br><br><strong>Conclusion</strong>:

CKD severity is associated with a stepwise increase in mortality, hospitalization costs, and 90- day readmissions following EGS. Our findings may better inform shared decision-making and have implications in benchmarking. Further studies for optimal management strategies in this high-risk group are needed.

 
","Clinical/Outcomes","Patient-Centered Outcomes","General Surgery"
"ASC20221658","32.09","Oral","Outcomes of Laparoscopic Appendectomy in Female versus Male Patients","T. Evans<sup>1</sup>, K. Guiab<sup>1</sup>, G. Stamelos<sup>1</sup>, K. Sebekos<sup>1</sup>, F. Bokhari<sup>1</sup> &nbsp;<sup>1</sup>John H Stroger Jr Hospital of Cook County, Trauma And Burns, Chicago, IL, USA","<strong>Introduction</strong>: 

There is a paucity of literature regarding gender-based differences in outcomes in basic surgical procedures, including appendectomy for acute appendicitis. Laparoscopic appendectomy is one of the most commonly performed procedures in general surgery. While considered to be a routine procedure, it is rarely associated with adverse outcomes. The purpose of this study is to identify gender specific risk factors among patients in order to guide the management of acute appendicitis to prevent these adverse outcomes. 


<br><br><strong>Methods</strong>: 

For this study, we abstracted data from the ACS National Surgical Quality Improvement Program (ACS NSQIP) database from the years 2016-2018 using the CPT codes for laparoscopic and open appendectomy. We excluded patients who underwent an appendectomy for reasons other than acute appendicitis, including neoplasms. Statistical analysis was performed to assess gender differences with regards to patient outcomes including complications, LOS, discharge disposition, and mortality. 


<br><br><strong>Results</strong>: 

Overall, 125,328 patients were included. Among all appendectomies, 8.6% were elective, and 61.2% were emergent. The mean age was 40 (16), and the majority of the patients were white (66.9%). The most common comorbidities were active smoking status (16.8%), hypertension (16.3%), and diabetes (5.3%). Overall, 32.2% presented with sepsis/SIRS. 6.3 had at least one complication, the most common being organ space infection (2.6%), and unplanned return to OR (1.0%). The median length of stay (LOS) was 1 day (IQR 1, 2). Most of the patients (98.7%) were discharged to home, with only 54 (&lt;0.1%) patients experiencing mortality. 

Bivariate analysis revealed that females were more likely to have elective surgery (9.1% vs 8.1%). They were also less likely to develop an organ space infection (2.2% vs 2.9%), or postoperative sepsis (3.4% vs 4.8%). 

Binomial regression revealed that compared with males, females were less likely to require an emergent surgery (OR: 0.97, CI: 0.94-0.99, p=0.008), and were less likely to experience organ space SSI (OR: 0.88, CI: 0.82-0.95, p=0.001), dehiscence (OR: 0.53, CI: 0.31-0.94, p=0.029), or postoperative sepsis (OR: 0.80, CI: 0.75-85OR: 1.246, p&lt;0.0001). They were more likely to experience cardiac arrest (OR: 2.58, 1.24-5.41, p=0.012), UTI (OR: 3.82, CI: 3.07-4.74 p&lt;0.0001), CVA (OR: 2.39, CI: 1.12-5.08 p=0.024),and postoperative bleeding (OR: 1.59, CI: 1.27-1.99 p&lt;0.001). There was no significant difference in LOS, discharge disposition, or mortality. 

<br><br><strong>Conclusion</strong>: 

In conclusion, males and females are at risk for different complications following appendectomy for acute appendicitis. Specifically, males were more likely to experience organ space infection, wound dehiscence, and sepsis, while females were more at risk for cardiac arrest, UTI, CVA, and postoperative bleeding. Surgeons should consider these findings in the perioperative period prevent complications, diagnose them early, and manage them appropriately. 

 
","Clinical/Outcomes","Patient-Centered Outcomes","General Surgery"
"ASC20221732","32.10","Oral","Malignancy of Meckel's Diverticulum: A United States Population-Based Analysis (SEER 2000-2018)","E. Jacobs<sup>1</sup>, M. M. Njus<sup>1</sup>, M. Jacobs<sup>1</sup>, S. Patil<sup>1</sup> &nbsp;<sup>1</sup>Ascension Providence Hospital, Dept. Of General Surgery, Southfield, MI, USA","<strong>Introduction</strong>: Meckel&rsquo;s diverticulum (MD), first identified in the sixteenth century, is found in less than 2% of the population. Malignancies associated with MD are rare and poorly studied outside of single institution case reports. We sought to characterize MD malignancies via associated demographic, clinical, and long-term outcomes.

<br><br><strong>Methods</strong>: The National Cancer Institute Surveillance, Epidemiology, and End Results (SEER) database was used to abstract patients with a diagnosis of primary malignancy of MD between 2000-2018. Demographic and clinical differences were compared with continuous variables analyzed using ANOVA, and categorical variables with Chi-squared tests. Cumulative life table analysis was used to compare long-term survival.

 

<br><br><strong>Results</strong>: 224 patients were identified. The mean age at presentation was 61.7 &plusmn; 15.3 years. Adenocarcinoma typically presented at younger ages, however there was no statistically significant age difference among MD-related malignancy subtypes. Carcinoid was the most common MD-associated malignancy (77.2%). Males accounted for more carcinoid and neuroendocrine malignancy diagnoses (69.4%, 71.4%), however adenocarcinomas and GISTs had equal gender distribution. Caucasians accounted for &gt;90% of all malignancy subtypes. 50% of patients with MD-associated adenocarcinoma suffered regional or distant spread, compared to other types of malignancy subtypes, p=.002. 97.3% of patients received cancer-directed surgery. Cancer specific mortality rates were highest in adenocarcinoma (50%), followed by GIST (27.8%), carcinoid (14.5%) and neuroendocrine (9.5%), p=.006. Adenocarcinoma portended the worst overall 5-year cancer-specific survival (27%) compared to neuroendocrine (89%), carcinoid (87%) and GIST (72%), p=.004.

<br><br><strong>Conclusion</strong>: Carcinoid tumors are the most common malignancies associated with MD. Surgical excision is pursued in nearly all cases with carcinoid, neuroendocrine carcinoma and GISTs tumors having favorable long-term survival outcomes. Adenocarcinomas of Meckel&rsquo;s diverticulum are the most rare, yet most clinically significant subtype with the youngest average age at diagnosis and significant 5-year mortality.
","Clinical/Outcomes","Patient-Centered Outcomes","General Surgery"
"ASC20220116","33.01","Oral","General Versus Local/regional Anesthesia For Transcarotid Artery Revascularization In ROADSTER Trials","R. L. Motaganahalli<sup>1</sup>, M. Malas<sup>2</sup>, J. Jim<sup>3</sup>, I. Leal<sup>4</sup>, H. H. Eckstein<sup>5</sup>, P. Schneider<sup>6</sup>, C. J. Kwolek<sup>7</sup>, R. Cambria<sup>8</sup>, V. Kashyap<sup>9</sup> &nbsp;<sup>1</sup>Indiana University School Of Medicine, Vascular Surgery, Indianapolis, IN, USA&nbsp;<sup>2</sup>University Of California - San Diego, Vascular Surgery, San Diego, CA, USA&nbsp;<sup>3</sup>Abbott Northwestern Hospital, Vascular Surgery, Minneapolis, MN, USA&nbsp;<sup>4</sup>Clinica Universidad de Navarra, Vascular Surgery, Toledo, Spain&nbsp;<sup>5</sup>Technical University of Munich, Munich, Germany, Vascular Surgery, Munich, Germany&nbsp;<sup>6</sup>University Of California - San Francisco, Vascular Surgery, San Francisco, CA, USA&nbsp;<sup>7</sup>Massachusetts General Hospital, Vascular Surgery, Boston, MA, USA&nbsp;<sup>8</sup>Steward Health, Vascular Surgery, Massachussets, MA, USA&nbsp;<sup>9</sup>University Hospitals Cleveland Medical Center, Vascular Surgery, Cleveland, OH, USA","INTRODUCTION : Transcarotid artery revascularization (TCAR) can be performed with either General (GA) or Local /Regional (LA) anesthesia. Roadster 1&amp;2 clinical trials concluded excellent early outcomes for patients undergoing carotid revascularization using TCAR. It is not clear if procedure outcomes vary depending on the type of anesthesia utilized for TCAR. Using the combined trial cohorts, we compare and report the peri-operative 30-day outcome differences in patients undergoing TCAR with either GA or LA.

 

METHODS :The ROADSTER 1&amp; 2 trial is a prospective, open label, single arm, multicenter pre &amp; post-approval registries respectively for evaluating safety and efficacy of ENROUTE&trade; Neuroprotection system in patients undergoing TCAR. Patients considered at high risk for complications from carotid endarterectomy (CEA) with symptomatic stenosis &ge;50% or asymptomatic stenosis &ge;80% with intention to treat were included. Demographic data and hierarchical analyses for any Major adverse events (MAE), death, stroke and MI for the pooled data (ROADSTER 1 &amp; 2, combined), along with the intra-study results by general anesthesia vs. Local /Regional anesthesia was compared. Probability values were calculated using two-tailed Fisher&rsquo;s exact test and 1-factor analysis of variance model.

 

<br><br><strong>Results</strong>: This study enrolled 833 patients who underwent TCAR, with 565 procedures (67%) completed using GA. There was no differences in the age range (p=0.1520), Gender (66.4 %v/s 69.4% Male p=0.429), asymptomatic status (72.9% v/s 76.5% p=0.309) between GA and LA patients respectively. There was no differences in the 30 day MAE (3.4% v/s 3.0%), Death (0.7% v/s 0.4%), Stroke (1.6% v/s2.2 %), MI (1.1% v/s 0.4%) between GA and LA groups. Summary of statistical analyses based on hierarchical presentation is presented in table. There was no differences in the length of stay (p=0.2532), Cranial nerve injury (1.4% v/s 1.1% p=1.000) between two groups. Total procedure time (73.51 +/- 29.385 min [mean +/- SD] v/s 84.05 +/- 34.021 min), total flow reversal time (10.74 +/- 6.601 min v/s 12.43 +/- 9.123 min) favored GA

 

CONCLUSIONS :Pooled analysis of patients from ROADSTER trials suggests no differences in the MAE, Death, Stroke, and MI irrespective of the type of anesthesia used for Transcarotid revascularization. This study adds to our ongoing understanding of procedure time and flow reversal time as it favors use of GA for TCAR. As Experience continues to increase with TCAR, choice of anesthetic technique should be dependent on the patient &amp; physician preferences
","Clinical/Outcomes","Clinical Trials","Vascular"
"ASC20220558","33.03","Oral","Telemedicine Use During COVID-19 Did Not Worsen Patient Outcomes Following Cardiovascular Surgery","S. Radhakrishnan<sup>1</sup>, B. Brooke<sup>1</sup> &nbsp;<sup>1</sup>University Of Utah, Vascular Surgery, Salt Lake City, UT, USA","<strong>Introduction</strong>: 
The novel coronavirus has forced health systems around the world to adopt telemedicine practices, which included patients undergoing major surgery. However, it is unclear whether use of telemedicine before or after surgery had an adverse effect on surgical outcomes, resource utilization, or patient satisfaction. We designed this study to evaluate whether surgical care quality and outcomes following cardiothoracic (CT) and vascular surgery procedures were affected by the use of telemedicine for pre-operative and post-operative evaluation.

<br><br><strong>Methods</strong>: 
We identified all patients who underwent CT or vascular procedures at a single academic institution between October 2018 and March 2021 and determined whether outpatient clinic visits had been conducted entirely in-person, via telemedicine, or a mixture of both. After stratifying patients by how their pre- and post-operative evaluation was conducted, we evaluated the incidence of hospital readmissions or emergency department (ED) visits up to three months after their procedure. Patient satisfaction data was obtained from Press Ganey surveys (scored 0-5) the patients completed for either in-person or telemedicine visits. The association between telemedicine utilization with patient experience and clinical outcomes was evaluated using a logistic regression model, which adjusted for rural status and type of surgery.

<br><br><strong>Results</strong>:
A total of 109 patients were identified who underwent CT (65%) or vascular surgery (35%) procedures during the time period, of which 48% were evaluated entirely via in-person visits, 23% entirely via telemedicine, and 29% with a mixture of both. There was no significant difference in the demographics or comorbidities of patients between these groups. Patients who solely used telemedicine were equally likely to need an ED visit within 3-months after surgery as patients who were seen in-person or with both types of encounters (20% telemedicine, 21% in-person, and 22% mixed; P=0.99). However, patients using telemedicine were significantly less likely to require readmission within 90 days (8% telemedicine, 35% in-person, and 31% mixed; P=0.043). These findings were confirmed in risk-adjusted regression models where telemedicine was associated with lower odds ratio for readmission (OR: 0.47; P=0.019). Finally, there was no significant difference in patient satisfaction with telemedicine versus in-person clinic visits (4.79 for telemedicine vs. 4.91 for in-person; P=0.086).

<br><br><strong>Conclusion</strong>:
Telemedicine utilization in this study among cardiovascular patients was not associated with worse outcomes, patient experience, or resource utilization after surgery. These results suggest that telemedicine may be an alternative modality for pre- and post-operative evaluation that will increase convenience of care without sacrificing quality of care. Future work is needed to help assess the impact of telemedicine utilization for all types of surgical patients.
","Clinical/Outcomes","COVID-19","Vascular"
"ASC20220968","33.05","Oral","Characterization of Early and Late Mortality After Repair of Ruptured Abdominal Aortic Aneurysm","K. M. Reitz<sup>3</sup>, A. R. Phillips<sup>1, 3</sup>, S. R. Li<sup>3</sup>, C. M. Leeper<sup>2, 3</sup>, E. Tzeng<sup>1, 3</sup>, N. L. Liang<sup>1, 3</sup> &nbsp;<sup>1</sup>University of Pittsburgh Medical Center, Division Of Vascular Surgery, Pittsburgh, PA, USA&nbsp;<sup>2</sup>University of Pittsburgh Medical Center, Division Of Trauma/Acute Care Surgery, Pittsburgh, PA, USA&nbsp;<sup>3</sup>University of Pittsburgh Medical Center, Department Of Surgery, Pittsburgh, PA, USA","<strong>Introduction</strong>: Despite improvements in critical care and minimally invasive repair techniques, postoperative mortality following ruptured abdominal aortic aneurysms (RAAA) repair remains high. The distribution of timing in mortality has not been previously characterized for RAAA. Similar to what is seen following traumatic injury, we hypothesize that time to RAAA mortality will be bimodal with early deaths attributable to hemorrhagic shock and late deaths due to multiple organ failure and inability to recover from the initial insult. 

<br><br><strong>Methods</strong>: We identified all RAAA repairs in the Vascular Quality Initiative dataset (2010-2020). Days to death were calculated in those who died in the postoperative period (within 30 days). The median time to death was used to separate early and late deaths. We described characteristics associated with mortality in the early and late periods using multi-variable logistic regression clustered by hospital.

<br><br><strong>Results</strong>: Of 5,157 RAAA repairs (age 7210 years; 77% male; 88% white; endovascular repair 61%), 1,446 (28%) died within 30 days. Median time to death was 1d (IQR 1-7), defining the early (&le; 1d) and late (2-30d) mortality periods. The proportion of early (&le; 1d) to total postoperative mortality was 36.5% (N=528). Compared to those who survived, both early and late mortality were associated with older age and female sex (Table). Early mortality was associated with open repair and signs of hemorrhagic shock (hemoglobin&lt;7g/dL, hypotension, and greater blood loss). Late mortality however was not associated with signs of hemorrhagic shock or repair type but was significantly associated with baseline heart failure, chronic obstructive pulmonary disease, and elevated creatinine. 

<br><br><strong>Conclusions</strong>: Late mortality is strongly associated with baseline comorbidities and inability to recover from the physiologic stress of RAAA and operative insults. Future studies of RAAA mortality and targeted interventions should investigate and account for these temporal differences in mortality.

 
","Clinical/Outcomes","Clinical Surgical Innovations","Vascular"
"ASC20221409","33.08","Oral","In-Situ Laser Fenestration of Visceral Vessels in Endovascular Aortic Aneurysm Repair","A. Natour<sup>1</sup>, A. Shepard<sup>1</sup>, T. Nypaver<sup>1</sup>, M. Weaver<sup>1</sup>, F. Mohammad<sup>1</sup>, A. Lee<sup>1</sup>, L. Kabbani<sup>1</sup> &nbsp;<sup>1</sup>Henry Ford Health System, Division Of Vascular Surgery, Detroid, MI, USA","<strong>Introduction</strong>: 
Fenestrated and branched aortic stent grafts have increased the endovascular solutions for complex aortic aneurysms. However, these specialized grafts may be anatomically incompatible or unavailable on an urgent/emergent basis. We present our early experience with in-situ laser fenestration (ISLF) of visceral vessels in various types of endovascular aortic aneurysm repair.

<br><br><strong>Methods</strong>: 
All patients who underwent endovascular repair of an aortic aneurysm with additional laser fenestration of at least one visceral branch were retrospectively reviewed. Technical success was defined as successful aortic aneurysm repair with a patent laser fenestrated visceral branch. Postoperative morbidity and mortality, fluoroscopic time, radiocontrast volume and endoleak rate were reviewed. 

<br><br><strong>Results</strong>:
Seven patients underwent ISLF of visceral aortic branches between March 2019 and July 2021. Mean age was 73.3 &plusmn; 4.2 years. Six out of seven patients (85%) were male. The ISLFs were as follows: 2 celiac arteries with thoracic endovascular aortic aneurysm repair (TEVAR); 1 superior mesenteric artery during suprarenal repair; 1 right renal artery during fenestrated EVAR; 1 right renal during EVAR, 1 left renal artery during EVAR, and 1 combined right and left renal artery during EVAR. All patients had sheath access of the targeted visceral vessel through an alternative access sites in preparation to perform a snorkel procedure, in case the laser fenestration failed (Figure 1). A stent was placed in the targeted vessel to fluoroscopically mark the origin of the vessel. After laser fenestration, serial dilation was preformed, and a covered stent graft (Icast, Atrium Medical Corporation) was deployed into the vessel, then flared. All procedures were technically successful with no arterial perforations and no evidence of type III endoleaks. Mean Fluoroscopy time was 81.8&plusmn;28.3 minutes, and average contrast load was 186&plusmn;43 cc. Postoperatively, there were no instances of renal insufficiency and no mortalities. Four patients had post-ISLF follow-up with Computed Tomography (CT) imaging (mean 17&plusmn;9 weeks) demonstrating ISLF patency in all cases with no type III endoleaks.

<br><br><strong>Conclusion</strong>:
In our experience, ISLF of visceral aortic branches is a useful adjunct to the existing stent technologies. By allowing for extension of seal zones while maintaining anatomically aligned visceral vessel flow, ISLF increases our endovascular solutions for treating complex aortic aneurysms.
 
","Clinical/Outcomes","Clinical Surgical Innovations","Vascular"
"ASC20220090","34.01","Oral","Variability in Out-of-Pocket Costs for Acute Appendicitis","V. H. Mouli<sup>1</sup>, P. U. Neiman<sup>2, 4, 5</sup>, K. K. Taylor<sup>2, 4, 5</sup>, S. Kalata<sup>2</sup>, J. W. Scott<sup>2, 5</sup> &nbsp;<sup>1</sup>University Of Michigan, Medical School, Ann Arbor, MI, USA&nbsp;<sup>2</sup>University Of Michigan, Department Of Surgery, Ann Arbor, MI, USA&nbsp;<sup>4</sup>University Of Michigan, National Clinician Scholars Program At The Institute For Healthcare Policy And Innovation, Ann Arbor, MI, USA&nbsp;<sup>5</sup>University Of Michigan, Center For Healthcare Outcomes And Policy, Ann Arbor, MI, USA","<strong>Introduction</strong>: Despite many attempts to curb healthcare costs and drive greater financial transparency, patients continue to experience variable costs of care for the same procedures, depending on where that care is delivered. In particular, those with unpredictable, high acuity conditions are vulnerable to unexpected price differences, as they are unable to &lsquo;shop around&rsquo;. While variability has been demonstrated in overall episode charges, little is known about the facility-level variability of out-of-pocket (OOP) costs. In this study, we evaluate facility-level variability in OOP costs among patients with acute appendicitis.

<br><br><strong>Methods</strong>: We used data from a large, US commercial insurer to identify non-elderly adult patients (18-64yo) presenting with acute appendicitis from October 2015-December 2019. Our cohort consisted of facilities with &ge; 20 admissions for appendicitis. We calculated average OOP costs and average total reimbursement for each facility, including spending for index admission and 30d post-discharge (inpatient, outpatient, provider, facility, and medications). We also stratified by high-deductible health plan (HDHP) status. Facilities were clustered into deciles; t-test or ANOVA were used as indicated.

<br><br><strong>Results</strong>: There were 3,778 patients admitted for acute appendicitis identified across 244 hospitals. Mean total reimbursement for the top decile of facilities was $42,686 (95%CI: 38,326-47,047) compared to $21,050 (95%CI: 20,670-21,430) for facilities in the bottom decile (p&lt;0.01). Mean OOP costs for the top decile of facilities was $4,377 (95%CI: 4,194-4,560) vs. $1,503 in the bottom decile (95%CI: 1,353-$1,652) (p&lt;0.01) (Figure). Deductible spending accounted for 38% of OOP spending among bottom decile facilities and 45% of OOP spending at top decile facilities (p&lt;0.01). Conversely, coinsurance accounted for 59% versus 48% of OOP spending among bottom versus top decile facilities (p&lt;0.01). However, stratified analyses of only patients with HDHPs revealed a mean OOP spending of $2,551 (95%CI: $1,959-$3,143) versus $4,663 (95%CI: $4,009-$5,226) at bottom versus top decile hospitals (p&lt;0.01). 

<br><br><strong>Conclusion</strong>: Among patients presenting with acute appendicitis, the costs of care are highly variable across facilities, with OOP costs nearly 3x greater and total spending over 2x greater at top versus bottom decile facilities. These findings have important implications for patients, as there is little ability or time for price comparison prior to appendicitis or other unpredictable emergency conditions. Continued policy efforts are required to decrease variability across facilities for high cost, high acuity conditions and thereby mitigate excess financial burden to patients and the health system.
","Clinical/Outcomes","Cost Effectiveness","General Surgery"
"ASC20220765","34.03","Oral","Is Concurrent Robotic-Assisted Laparoscopic Prostatectomy and Inguinal Hernia Repair Safe?","S. Mazzola Poli De Figueiredo<sup>1</sup>, L. Tastaldi<sup>1</sup>, R. D. Mao<sup>1</sup>, R. Lu<sup>1</sup> &nbsp;<sup>1</sup>University Of Texas Medical Branch, Surgery, Galveston, TX, USA","<strong>Introduction</strong>: 
Robotic-Assisted Laparoscopic Prostatectomy (RALP) is a standard procedure performed worldwide, and inguinal hernias can be present in up to 33% of patients. Many surgeons have avoided concomitant hernia repair in this setting due to the potential risk of mesh-related complications given the presence of a fresh vesicourethral anastomosis. We aim to describe the patient demographics, operative details, and 30 &ndash; day outcomes of concomitant RALP and Robotic Inguinal Hernia Repair (RIHR) and compare it to patients undergoing RIHR alone when performed by surgeons participating in the Abdominal Core Health Quality Collaborative (ACHQC).

<br><br><strong>Methods</strong>: 
Patients who have undergone concomitant RALP and RIHR with 30-day follow-up available were identified within the ACHQC database. Using propensity score algorithm, those were matched with a cohort of patients undergoing RIHR alone based on confounders such as body mass index, age, ASA class, smoking, hernia size, recurrent status and prior pelvic operation. The groups were compared for 30-day rates of surgical site infection (SSI), surgical site occurrences (SSO), overall complications and hernia recurrence.

<br><br><strong>Results</strong>:

4323 males who underwent RIHR were identified in the ACHQC database, 24 patients underwent concomitant RALP. After the propensity score matching, 72 matched patients underwent RIHR alone (3:1). The median age was 64 years, 33% were obese and 17% were smokers. Most patients underwent bilateral inguinal hernia repair in both groups and most hernias were between 1.5-3cm. All patients were repaired with permanent synthetic mesh and suturing was the most common type of mesh fixation in both groups. The use of self-fixating mesh was more common in the RIHR alone group (49% vs. 12% p=0.002) and the use of tack was more common in the RALP + RIHR group (21% vs. 0% p&lt;0.001).

There were no SSI and no intraoperative complications in both groups. The rate of any postoperative complication was 21% in the RALP + RIHR group and 15% in the RIHR (p=0.53). The SSO rate was 12% in the study group (all seromas) and 11% in the control group (p=0.85). No patients in the study group required any procedural intervention or developed a recurrence. 


<br><br><strong>Conclusion</strong>:
RALP+RIHR appears not to result in increased rates of wound complications, overall complications or early recurrence when compared to patients undergoing RIHR alone. Prospective, controlled studies with larger number of patients are needed to confirm our findings. 
","Clinical/Outcomes","Other","Minimally Invasive Surgery"
