"control_number","session_number","session_type","abstract_title","author_block","abstract_body","abstract_type","abstract_scientific_area","abstract_clinical_area"
"ASC20210293","50.18","QuickShot","Autopsy in Trauma: An Underutilized Resource!","R. Huang<sup>1</sup>, N. K. Dhillon<sup>1</sup>, W. G. Lee<sup>1</sup>, H. A. Hotz<sup>1</sup>, D. R. Margulies<sup>1</sup>, G. Barmparas<sup>1</sup> <sup>1</sup>Cedars-Sinai Medical Center,Department Of Surgery,Los Angeles, CA, USA","<strong>Introduction</strong>: &nbsp;
The purpose of this study was to characterize the utilization of autopsy for trauma deaths at an urban, level I trauma center and identify opportunities for optimization of this resource.

<br><br><strong>Methods</strong>: 
All autopsy reports from 2007 to 2016 of trauma patients were reviewed and categorized based on the level of autopsy examination performed, with A referring to a complete autopsy of a complex case and D referring to an external examination only. We hypothesized that autopsy is underutilized, potentially leading to underestimation of injury severity.

<br><br><strong>Results</strong>:
During the 10-year study period, there were 614 deaths, with only 285 (46%) undergoing an autopsy. The median age was 45 years, 77% were male and the median ISS was 27. The most common mechanism of injury was gunshot wound (21%). Most deaths occurred in the ICU (38%), followed by the ED (35%). Of the autopsies performed, 33% were category A, 18% B, 1% C, and 46% D. Compared to all other autopsy categories (A, B and C), D autopsies were associated with a significantly lower injury severity score (26 vs. 37, p&lt;0.01), although these deaths were equally likely to occur in the OR (12% vs. 15%, p=0.58).

<br><br><strong>Conclusion</strong>:
The majority of trauma deaths at a level I trauma center do not undergo an autopsy and for those that do, most include only an external examination. Optimal use of this resource may result in improved estimation of injury severity and contribute further to the process of performance improvement and patient safety.
&nbsp;
","Clinical/Outcomes","Quality of Care","Trauma/Critical Care"
"ASC20211085","51.01","QuickShot","mKidney&reg; System: A Novel Mobile Health Platform To Support Living Donor Follow-up Data Collection","C. Sidoti<sup>1</sup>, D. Segev<sup>1</sup>, W. Zhang<sup>1</sup>, M. Waldram<sup>1</sup>, A. Thomas<sup>1</sup>, M. Levan<sup>1</sup>, A. Massie<sup>1</sup>, A. Bingaman<sup>2</sup>, R. Forbes<sup>3</sup>, G. Edwards<sup>3</sup>, K. Warmke<sup>3</sup>, K. Centanni<sup>3</sup>, K. Smith<sup>3</sup>, M. Henderson<sup>1</sup> <sup>1</sup>Johns Hopkins University School Of Medicine,Department Of Surgery,Baltimore, MD, USA <sup>2</sup>Methodist Specialty and Transplant Hospital,Texas Transplant Institute,San Antonio, TX, USA <sup>3</sup>Vanderbilt University Medical Center,Nashville, TN, USA","<strong>Introduction</strong>: &nbsp;Transplant hospitals struggle to meet Organ Procurement and Transplantation Network (OPTN) requirements for LKD follow-up. In the face of barriers such as cost, LKD inconvenience, and the burden of data collection, they lack the tools to improve LKD engagement. To address this critical health system failure, we built the mKidney&reg; System based on input elicited from LKDs, transplant providers, and thought leaders in the field of transplantation.

<br><br><strong>Methods</strong>:  Key features of the mKidney&reg; System include a HIPAA-compliant patient-facing smartphone app and transplant provider-facing web portal, automated short message service (SMS) text messages, email, and push notifications, and data export functionality. We are conducting an ongoing randomized controlled trial (RCT) to evaluate the impact of the mKidney&reg; System on rates of post-donation follow-up, in preparation for a fully-powered multi-site clinical trial (NCT03400085). Participants are randomized to the intervention (mKidney&reg; System) or control arm (standard of care) using block randomization, and follow-up compliance is tracked over time (Figure). Follow-up compliance is ascertained through linkage to national registry data (SRTR).

<br><br><strong>Results</strong>:&nbsp;To date, our pilot study population includes 270 participants; of whom, 204 have 6-month donor follow-up available from the SRTR registry. Clinical follow-up required for compliance was completed by 96/98 (97.96%) of participants in the mKidney&reg; arm vs 99/106 (93.40%) of participants in the control arm (Fisher exact p = .173). Required lab follow-up was completed by 90/98 (91.84%) of participants in the mKidney&reg; arm vs 90/106 (84.91%) of participants in the control arm (Fisher exact p=0.135).&nbsp;&nbsp;

<br><br><strong>Conclusion</strong>:&nbsp;Designed specifically to facilitate the collection and reporting of LKD follow-up data, the&nbsp;mKidney&reg; System is a promising new solution to improve historically poor care management for LKDs in the US.?&nbsp;

&nbsp;
","Clinical/Outcomes","Clinical Trials","Transplantation"
"ASC20211261","51.02","QuickShot","Dysphagia Associated with Significantly Lower Post Liver Transplant Patient Survival","S. Atoa<sup>1</sup>, C. A. Kubal<sup>1</sup>, B. Ekser<sup>1</sup>, P. Mihaylov<sup>1</sup>, T. Wrightson<sup>1</sup>, M. J. Mangus<sup>1</sup>, R. S. Mangus<sup>1</sup> <sup>1</sup>Indiana University School Of Medicine,Surgery, Transplant Division,Indianapolis, IN, USA","<strong>Introduction</strong>: 
Post-extubation dysphagia is common in liver transplant (LT) patients who are increasingly elderly, frail and sarcopenic. Dysphagia places these patients at higher risk for aspiration, infection and re-intubation. Also, dysphagia delays the introduction of a regular post-operative diet, which contributes to ongoing malnutrition and hypoalbuminemia. This study evaluates a large number of LT patients to determine the impact of dysphagia on post-LT outcomes.

<br><br><strong>Methods</strong>: 
This study is a retrospective analysis of all LT patients at a single center over a 10-year period. Study variables included any need for a speech / swallow evaluation in the pre- and post-transplant period. From 2016 to 2020, each patient was assessed for frailty using a 5m walk test and CT measures of muscle mass. This subset of patients is analyzed independently for post-operative dysphagia. Outcomes include post-transplant length of hospital stay and early and late patient survival.

<br><br><strong>Results</strong>:
There were 1315 first time LTs during the study period. There were 125 patients (10%) who required pre-LT swallow evaluation for dysphagia, and 361 (28%) who required post-LT evaluation. The incidence of post-LT swallow dysfunction was 23%, 7% mild/moderate and 16% severe. Predictors of swallow dysfunction included older age, higher MELD score, and worse sarcopenia. There was worse 1-year patient survival with increasing severity of dysphagia (95%, 94%, 87%; p=0.04). There was also increasing length of stay (8, 17, 29 days; p&lt;0.001). Any dysphagia was associated with a 3x longer length of hospital stay (8 vs 23 days; p&lt;0.001). The 5m walk test did not predict dysphagia, but patients with worse sarcopenia were more likely to have any dysphagia (p=0.07). Patient with any dysphagia had lower survival at 1-year (89% versus 95%, p=0.03) and at 10 years (by Cox regression).

<br><br><strong>Conclusion</strong>:
Liver failure patients with dysphagia pre- and post-LT have worse clinical outcomes. Patients with dysphagia must be identified to implement protective measures to avoid aspiration and optimize peri-operative nutrition. Dysphagia is an independent marker for weakness and frailty in patients with liver failure.
&nbsp;
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210533","51.03","QuickShot","Is the Switch to Interrupted Suturing Technique Worth It?","K. Montgomery<sup>1</sup>, M. A. Kashem<sup>1</sup>, H. Zhao<sup>1</sup>, N. Shigemura<sup>1</sup>, G. Sunagawa<sup>1</sup>, E. H. Leotta<sup>1</sup>, R. Yanagida<sup>1</sup>, S. Brann<sup>1</sup>, Y. Toyoda<sup>1</sup> <sup>1</sup>Temple University,Cardiovascular Surgery,Philadelpha, PA, USA","<strong>Introduction</strong>: 
A significant and not infrequent cause of higher morbidity in lung transplant recipients is post-operative bronchial anastomotic complications. In a large cohort, this study investigated two surgical techniques (interrupted vs continuous sutures) during bronchial anastomosis and compared survival and occurrence of post-operative bronchial complications.&nbsp;

<br><br><strong>Methods</strong>: 
Survival outcomes of 721 single-center lung transplant recipients over 8 years (Feb-2012 to Mar-2020) were compared by suturing techniques.&nbsp;&nbsp;Continuous suturing technique was performed with 3/0 polypropylene suture on an SH needle.&nbsp;Interrupted suturing used the same technique for the membranous portion of the anastomosis and multiple interrupted 2/0 polypropylene sutures for the cartilaginous portion.&nbsp;&nbsp;Clinical parameters and demographics were compared between groups. The two groups were compared for post-operative morbidity, including need for bronchial interventions or stent placement. Survival was compared using Kaplan-Meier curves and log-rank tests between groups.&nbsp;Cox regression analysis was run for statistical significances with different variables (p&lt;0.05).

<br><br><strong>Results</strong>:
Of the 721 patients, 429 received the continuous suture technique while 292 underwent interrupted. In the continuous group, post-operative bronchial complications occurred&nbsp;in 58 patients (13.5%), compared to 30 patients of the interrupted group (10%). Demographics and clinical parameters between the groups were: age (p=0.008), gender (p=0.643), race (p=0.268), etiology (p&lt;0.001), lung allocation score (p=0.031), body mass index (p=0.676), single versus double transplant (p&lt;0.0001), cardiopulmonary bypass&nbsp;on versus off (p&lt;0.0001), surgical approaches (p=0.011) median length of stay 15 days for interrupted, 18 for continuous (p=0.017).&nbsp;&nbsp;Post-operative complications (continuous vs interrupted) were: bronchial complications 58 vs 30 patients (p=0.187), usage of Veno-Venous or Veno-Arterial extracorporeal membrane oxygenation post-transplant 47 vs 18 patients (p=0.024). Kaplan-Meier curve showed better survival with interrupted suturing (p=0.0001). Cox regression analysis while controlling for significant variables showed interrupted was protective compared to running (hazard ratio=2.26 p=0.0009),&nbsp;confidence interval for continuous group (1.35,3.51), interrupted group (0.29,0.74). All other covariates did not significantly affect survival.&nbsp;

<br><br><strong>Conclusion</strong>:
Although both techniques showed reasonable post-transplant outcomes, our study demonstrated superior survival and relatively fewer complications when using interrupted suturing technique vs continuous during bronchial anastomosis. Further long-term study of similar groups with similar long-term follow up should be performed to validate this effect.
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210542","51.04","QuickShot","Kidney Transplantation from DCD Donors in Highly Sensitized Recipients","L. Rodrigues<sup>1</sup>, A. Diamond<sup>3</sup>, A. Di Carlo<sup>2</sup>, S. Karhadkar<sup>2</sup> <sup>1</sup>Temple University,College Of Science And Technology,Philadelpha, PA, USA <sup>2</sup>Temple University Hospital,Surgery,Philadelphia, PA, USA <sup>3</sup>Temple University Hospital,Pharmacy,Philadelphia, PA, USA","<strong>Introduction</strong>: 
Highly sensitized (HS) patients experience longer wait times for kidney transplantation despite prioritization by the Kidney Allocation System. DCD kidneys have been shown to decrease wait times for most patient populations. However, the concern for increased rejection during DGF has caused hesitancy in using DCD kidneys in HS patients. In this study we evaluate the outcomes of HS kidney transplant recipients who received a DCD kidney.&nbsp;

<br><br><strong>Methods</strong>: 
Kidney transplant recipients who received DCD organs from 2015-2018 were studied using the United Network for Organ Sharing (UNOS) database. Patients were divided into three groups for data analysis; calculated panel-reactive antibody (cPRA) 0% (Group 1), 1-89% (Group 2), and 90-100% (Group 3). Data analysis was performed with the SPSS software. Survival analysis was performed using a Cox regression and Kaplan-Meier model.

<br><br><strong>Results</strong>:
7,854 kidney transplant recipients received DCD kidneys. Patients were divided into three groups: cPRA 0% (n= 4,598), cPRA 1-89% (n= 2,233), and cPRA 90-100% (n= 1,023). There was no significant difference in baseline characteristics. The mean KDPI in Group 3 was lower compared to other groups (51% vs. 50% vs. 44%; p&lt;0.001).&nbsp;Rabbit antithymocyte globulin induction was used for most patients in each group (58% vs. 66% vs. 75%). The incidence of DGF was similar between the 3 groups (41% vs. 42%. vs. 43%; p= 0.45). A higher number of patients in Group 3 were treated for rejection within 12 months (4.2% vs. 4.1% vs. 6.1%; p=0.003). No differences in graft failure (7.1% vs. 7.1 % vs. 6.7%; p=0.905) and patient survival (95% vs. 95% vs. 96%; p=0.449) were noted between groups. A Cox regression model identified KDPI as a significant factor, independent of cPRA, impacting graft survival (OR 3.76; 95% CI: 2.61-5.41).&nbsp;

<br><br><strong>Conclusion</strong>:
DCD kidney transplantation provides HS patients with comparable long term graft survival with an acceptable incidence of treated rejection within 12 months. Notably, KDPI had a larger influence on graft survival than the recipient&rsquo;s cPRA. This study supports an increased use of DCD kidneys in HS patients.&nbsp;
&nbsp;
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210619","51.05","QuickShot","Perioperative Skeletal Muscle Index fluctuations in High-Acuity Liver Transplantation: Impact and Outcomes","J. L. Chong<sup>1</sup>, T. Ito<sup>1</sup>, H. Coy<sup>2</sup>, J. G. Guorgui<sup>1</sup>, M. M. Lu<sup>1</sup>, J. DiNorcia<sup>1</sup>, V. G. Agopian<sup>1</sup>, D. G. Farmer<sup>1</sup>, S. S. Raman<sup>2</sup>, R. W. Busuttil<sup>1</sup>, F. M. Kaldas<sup>1</sup> <sup>1</sup>David Geffen School Of Medicine, University Of California At Los Angeles,Department Of Surgery,Los Angeles, CA, USA <sup>2</sup>David Geffen School Of Medicine, University Of California At Los Angeles,Department Of Radiological Sciences,Los Angeles, CA, USA","Background:

As recipient acuity has increased in liver transplantation(LT), efforts to better identify factors that impact outcomes and predict futility are ever more important. Sarcopenia has been&nbsp;suggested as a potential risk-stratification tool in LT. However, its impact in high-acuity LT recipients remains unclear. There are no studies examining the impact of perioperative sarcopenic fluctuations in LT. We hypothesized that perioperative sarcopenic change may&nbsp;impact&nbsp;patient outcomes. We sought to examine&nbsp;perioperative sarcopenia fluctuations&nbsp;on&nbsp;LT outcomes in a high-acuity patients.&nbsp; &nbsp;

<br><br><strong>Methods</strong>: 

We retrospectively assessed sarcopenia by calculating skeletal muscle index (SMI) using patient height (m<sup>2</sup>) and&nbsp;cross-sectional area at L3 vertebrae&nbsp;(cm<sup>2</sup>) on CT scan. LT recipients with MELD&ge;35 at LT with a CT &le;30 days prior to LT and&nbsp;at 30-90 days after LT were included; patients with acute liver failure were excluded. The perioperative SMI changes (?SMI) were calculated from pre and&nbsp;post-LT SMI values. Patients were divided&nbsp;in&nbsp;two groups by median ?SMI value.&nbsp; Cox regression was used to identify prognostic factors for patient survival. [481 LTs, MELD&ge;35, 2012-2018, single center]

<br><br><strong>Results</strong>:

88 LTs met&nbsp;inclusion criteria (median MELD 41.1). The median ?SMI was -5.0 (-29.4 - +21.1 cm<sup>2</sup>/m<sup>2</sup>) (fig&nbsp;A). 88 patients were classified into two groups: ?SMI&lt;-5.0 (median ?SMI: -0.4, n=44) and ?SMI&gt;-5.0 (median ?SMI: -9.2, n=44) (fig&nbsp;B). Recipients with ?SMI&lt;-5.0 had significantly higher pre-LT SMI (35.4 vs 31.2 cm<sup>2</sup>/m<sup>2</sup>, p&lt;0.001) and lower post-LT SMI (26.0 vs 30.8 cm<sup>2</sup>/m<sup>2</sup>, p&lt;0.001). There were no differences in recipient or&nbsp;donor demographics. The ?SMI&lt;-5.0 group had a significantly higher rate of early allograft dysfunction (40.9 vs 20.5%, p=0.037). No differences were seen in post-LT re-operation, re-intubation, bacteremia, and length of hospital stay. Patients with ?SMI&lt;-5.0 had significantly inferior patient/graft survival (p=0.015, 0.017, respectively) (fig&nbsp;C). Multivariate analysis identified ?SMI&lt;-5.0 (HR: 2.938, p=0.048), long cold ischemia time (&ge;9h, HR: 7.332, p=0.008), HCV&nbsp;(HR: 5.614, p=0.001), and tracheostomy after LT (HR:9.218, p&lt;0.001) as negative&nbsp;prognostic factors for patient survival (fig D).

<br><br><strong>Conclusions</strong>:

This analysis illustrates the significant impact of perioperative SMI decrease on LT outcomes. This suggests the&nbsp;importance&nbsp;of&nbsp;focusing not only on pre-transplant skeletal muscle volume, but also on perioperative changes in SMI and aggressively address continued Post-LT sarcopenia.
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210350","51.06","QuickShot","Simultaneous Liver and Kidney Transplants in Critically Ill Recipients","B. E. Chow<sup>1</sup>, M. Selim<sup>1</sup>, Z. J. Prebay<sup>1</sup>, J. Kim<sup>1</sup>, M. Zimmerman<sup>1</sup>, J. C. Hong<sup>1</sup> <sup>1</sup>Medical College Of Wisconsin,Division Of Transplant Surgery,Milwaukee, WI, USA","<strong>Introduction</strong>: 

Simultaneous liver-kidney transplant (SLK) is performed in cirrhotic patients with renal failure&nbsp;secondary to either chronic kidney disease (CKD) or sustained acute kidney injury (SAKI). We compared outcomes in patients who received a liver transplant to those qualifying for SLK.

<br><br><strong>Methods</strong>: 

We reviewed 219 adult liver transplants performed at our institution between October 1, 2012 and April 30, 2020. 79% were liver only&nbsp;(LT) and 21% were SLK. Patient characteristics and outcomes were analyzed. Median follow up was 34 months.

<br><br><strong>Results</strong>:

The LT and SLK groups were comparable in age, gender, and liver failure etiology. SLK patients had higher&nbsp;MELD scores (40 vs 22, p&lt;0.01) and longer pre-transplant ICU needs. Among patients who received SLK, the etiology of pre-transplant renal failure was 32% CKD and 68% SAKI (p&lt;0.01). 94% of SLK patients required renal replacement therapy (RRT) at the time of transplant versus 28% in the LT group (p&lt;0.01). Median time on RRT prior to transplant was longer in the SLK group&nbsp;at 28 days compared to 11 days in LT cohort&nbsp;(p&lt;0.01). 72% of SLK patients received intraoperative RRT versus 27% of LT patients (p&lt;0.01). At 1 year, 53% of surviving SLK patients and 57% of LT patients had normal kidney function (p=0.7). Liver graft survival was comparable in both groups. Patient survival was higher in LT group: 1 and 3-year survival of 92% and 80% versus 82% and 75% for SLK patients (p=0.04). 21% of SLK patients had a positive crossmatch. Among the 47 SLK patients, 5 (10.6%) developed death-censored renal graft loss:&nbsp;60% were due to refractory rejection within 6 months of transplant, all with positive crossmatch, while 40% were secondary to post-transplant acute tubular necrosis.

<br><br><strong>Conclusion</strong>:

High acuity cirrhotic patients are at increased risk of renal failure. Simultaneous liver-kidney transplantation achieves acceptable patient outcomes and graft survival in critically ill patients. Pre-transplant cross matching for SLK candidates may play a role in renal graft outcomes and warrants further investigation.&nbsp;
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210747","51.07","QuickShot","Living Donor Liver Transplant Addresses Ethical Concerns and Equalizes Recipient Outcomes","H. J. Braun<sup>1</sup>, D. Amara<sup>1</sup>, A. M. Shui<sup>1</sup>, R. Hirose<sup>1</sup>, P. G. Stock<sup>1</sup>, J. P. Roberts<sup>1</sup>, F. L. Delmonico<sup>2</sup>, N. L. Ascher<sup>1</sup> <sup>1</sup>University Of California - San Francisco,San Francisco, CA, USA <sup>2</sup>New England Donor Services,Waltham, MA, USA","<strong>Introduction</strong>: 

Travel to, and within, the United States (US) has created four groups of patients who compete for liver transplantation: 1) singly listed (SL) patients who are listed at one transplant center, 2) multiply listed (ML) patients who are simultaneously listed at more than one center, 3) non-citizen, non-resident patients (NCNR) who travel to the US temporarily, and 4) non-citizen, residents (NC-R) who travel to and reside in the US. ML, NCNR, and NC-R travel for transplant is legal, but these practices raise concerns about the ethics of deceased donor organ allocation and whether our transplant system upholds social justice. Living donor liver transplantation (LDLT) enables patients to undergo transplantation without drawing from the limited deceased donor pool, offering both an ethical and practical solution to the problems of travel for transplantation. This study compared graft and patient survival following liver transplantation among SL, ML, NCNR, and NC-R recipients of both deceased donor (DDLT) and LDLT.

<br><br><strong>Methods</strong>: 
All United Network for Organ Sharing liver waitlist (WL) candidates from January 1, 2003-December 31, 2017 were reviewed. Re-transplant candidates, pediatric patients, and patients listed for multiple organs were excluded. SL patients were those with a single listing. ML patients were those with overlapping listing dates prior to their initial transplant or WL removal date. NCNR and NC-R patients were defined by citizenship. Demographics were compared using ANOVA and chi square tests. Graft and patient survival were evaluated using the Kaplan Meier method and Cox proportional hazards models.

<br><br><strong>Results</strong>:

132,277 WL registrants resulting in 75,955 liver transplant recipients were included (4.2% LDLT). Donor type by travel group is shown in Table 1. Among all recipients, there were significant differences in both graft and patient survival (p-values&lt;0.001), with NCNR and NC-R faring best and SL faring worst. In multivariable Cox models evaluating predictors of graft loss or patient survival, and including age, sex, MELD score, presence of hepatocellular carcinoma, travel group, education, insurance, race, and donor type, LDLT was significantly associated with decreased graft loss (HR 0.9, p-value= 0.006) and decreased death (HR 0.79, p-value=0.001). Among LDLT recipients alone, there was no difference in graft or patient survival when stratified by travel group (p-values=0.69 and 0.36, respectively).&nbsp;


<br><br><strong>Conclusion</strong>:
LDLT represents a small proportion of all liver transplants performed in the US and must be carefully monitored to protect against donor exploitation, however this data suggests a more expanded use of LDLT should be considered for all patients.
","Clinical/Outcomes","Ethics/Bioethics","Transplantation"
"ASC20211171","51.08","QuickShot","Outcomes of Kidney Transplantation in HIV Positive Highly Sensitized Recipients","H. Curtis<sup>1</sup>, K. Nguyen<sup>1</sup>, H. Resweber<sup>1</sup>, J. Panichella<sup>1</sup>, A. Di Carlo<sup>1</sup>, S. Karhadkar<sup>1</sup> <sup>1</sup>Temple University,Surgery,Philadelpha, PA, USA","<strong>Introduction</strong>: 
Since the introduction of highly active antiretroviral therapy in 1996, HIV+ individuals are living longer. However, living longer has led to higher rates of end stage renal disease, therefore, kidney transplantation has become of increasing interest in this demographic. Renal allograft survival in HIV+ patients has lagged behind that of comparable cohorts and has been associated with increased rates of acute rejection. Additionally, increased rates of positive cross-matches in these recipients has impacted organ utilization. This study focuses on outcomes of kidney transplantation in HIV+ patients who are highly sensitized as described by a PRA value 90%-100% and/or with a positive cross match.

<br><br><strong>Methods</strong>: 
Data was gathered from the 2018 UNOS database, in which a total of 1530 HIV+ patients who received kidney transplants were selected. PRA values were grouped to create sensitization levels: non-sensitized (0%), low (1%-50%), medium (51%-89%), and highly sensitized (90%-100%). A demographics table was created to compare characteristics and outcomes between the four sensitization groups. A separate demographics table was created for non-sensitized and highly sensitized groups who also had a positive cross match.&nbsp;Subject characteristics were summarized using means and standard deviations or frequencies and percentages, as applicable. Significance between groups was determined by independent samples t-tests and &chi;<sup>2&nbsp;</sup>tests (&alpha; = 0.05.). Death-censored graft survival for various subgroups was estimated using Kaplan-Meier with Log-Rank to assess significance. All analysis was completed using SPSS Statistics 26.

<br><br><strong>Results</strong>:
The median graft survival for all 1530 patients is 792 days. The median graft survival for the non-sensitized group is 738 days while the median graft survival for the highly sensitized group is 990 days. The corresponding Kaplan-Meier graph displays no significant difference in the survival curves of the four groups; furthermore the highly sensitized group is the highest curve. The median graft survival for the non-sensitized group with a positive cross match is 2031 days while the median graft survival for the highly sensitized group with a positive cross match is 1606.5 days. The corresponding Kaplan-Meier graph displays that the survival curve of the highly sensitized group is slightly less than that of the non-sensitized group.&nbsp;

<br><br><strong>Conclusion</strong>:
The results show that graft survival is comparable for the highly sensitized group compared to the non-sensitized group. Therefore, HIV+ patients with a PRA value &gt;= 90% should not be excluded from transplantation nor considered at higher risk when compared to non-sensitized HIV+ patients. The highly sensitized HIV+ patients with a positive cross match did exhibit a lower median graft survival, however, when comparing both the non-sensitized and highly sensitized to the overall study population, both groups had significantly higher median graft survival. Therefore a patient with a positive cross match or a positive cross match and highly sensitized should not be excluded from kidney transplantation nor considered at higher risk when compared to non-sensitized HIV+ patients with a negative cross match.
&nbsp;
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210880","51.09","QuickShot","Uremic Symptoms Before and After Kidney Transplantation","M. McAdams-DeMarco<sup>1</sup>, K. Taylor<sup>1</sup>, N. Chu<sup>1</sup>, X. Chen<sup>1</sup>, Z. Shi<sup>1</sup>, E. Rosello<sup>1</sup>, S. Kunwar<sup>1</sup>, P. Butz<sup>1</sup>, S. Norman<sup>2</sup>, D. Crews<sup>1</sup>, K. Greenberg<sup>1</sup>, T. Shafi<sup>1,3</sup>, D. Segev<sup>1</sup> <sup>1</sup>Johns Hopkins University School Of Medicine,Baltimore, MD, USA <sup>2</sup>University Of Michigan,Ann Arbor, MI, USA <sup>3</sup>University Of Mississippi,Jackson, MS, USA","<strong>Introduction</strong>:  Patients living with kidney failure report a high burden of symptoms related to uremia which likely increases while on dialysis and decrease after kidney transplantation (KT) due to the restoration of kidney function. Uremic symptoms are an important patient-centered outcome that is unique to this population, yet pre- and post-KT changes in uremic symptoms have never been studied.

&nbsp;

<br><br><strong>Methods</strong>:  We leveraged a 2-center prospective study (n=2,531) of KT candidates (5/2014-3/2020). Uremic symptom scores (0-12) were calculated using KDQOL-36 items (pruritus, anorexia, and fatigue), and categorized: minimal:0-4; moderate:5-8; severe:9-12.&nbsp;We also estimated the risk of waitlist mortality (competing risks regression; n=1,289), change in uremic symptom scores between evaluation and transplantation (n=195), and the post-KT uremic symptom scores trajectories (mixed-effects models; n=545). All models were adjusted for confounders based on our conceptual models.

&nbsp;

<br><br><strong>Results</strong>: At evaluation, 19.6% of candidates reported moderate symptoms and 4.5% reported severe uremic symptoms. Candidates with severe uremic symptoms were at elevated risk of waitlist mortality (aSHR=2.75, 95%CI:1.37-5.52). By KT, 10.3% experienced decline in uremic symptom severity, 17.4% experienced elevated severity, and 72.3% remained unchanged. The estimated average uremic symptom score was 2.49 points at KT, 0.82 points at 4 months (67% decline) and 1.15 points (54% decline) at 16 months post-KT; the score decreased 0.42 points/month (95%CI:0.36-0.47) during 0-4 months post-KT, while increased 0.03 points/month (95%CI:0.000-0.06) from 4 months through 16 months post-KT (Figure). All 3 of the individual uremic symptoms had significant declines in the first four months post-KT. The estimated pruritus score wat 0.80 at KT and declined to 0.04 at 4 month post-KT, reflecting a 95% decline at 4 months; patients reported a 65% decline in anorexia and 52% decline in fatigue.

&nbsp;

<br><br><strong>Conclusions</strong>: Among KT candidates, severe uremic symptoms were associated with a greater risk of waitlist mortality. In this first longitudinal study of these patient-reported outcomes, we found that uremic symptoms persisted while on the transplant waitlist and significantly declined in the first 4 months post-KT. Or findings on the improvement of uremic symptoms with KT can help inform the shared-decision making surrounding transplantation.
","Clinical/Outcomes","Patient-Centered Outcomes","Transplantation"
"ASC20210812","51.10","QuickShot","Providing Equitable Access: Language and Literacy Levels of Kidney Transplant Websites","R. Olmeda Barrientos<sup>1</sup>, M. J. Englesbe<sup>3</sup>, V. S. Valbuena<sup>3</sup>, J. R. Santos-Parker<sup>2</sup> <sup>1</sup>University Of California - Riverside,School Of Medicine,Riverside, CA, USA <sup>2</sup>University Of Michigan,Medical School,Ann Arbor, MI, USA <sup>3</sup>University Of Michigan,Department Of Surgery, Section Of Transplantation,Ann Arbor, MI, USA","<strong>Introduction</strong>:  Health disparities exist for access to kidney transplantation, evident by a relatively lower number of underrepresented minority individuals both donating and receiving kidney transplants. Patients can have access to transplant centers through multiple interfaces, with online access to websites being one avenue. However, it is unknown if these websites provide equitable access to transplant center information. This study aimed to assess kidney transplant website language and literacy levels to determine how equitable they are to patients.

<br><br><strong>Methods</strong>: &nbsp;United States kidney transplant center websites were identified from the Organ Procurement and Transplantation Network. Language was assessed by surveying the transplant kidney homepage and subpages for transplant-specific, non-English resources,&nbsp;excluding interpreter services. Literacy levels of kidney transplant website content were assessed by two tests: readability ease via the Flesch Reading Ease test and grade level via the Flesch Kincaid Grade Level test. Kidney transplant center websites from the 11 regions in the United States were compared to determine if transplant centers reflect their population demographics.&nbsp;

<br><br><strong>Results</strong>:&nbsp;227 kidney transplant centers were identified in the United States. Only 17% (38/227) of all kidney transplant center websites provided resources in non-English. Region 4 (OK, TX) and 5 (AZ, CA, NV, NM, UT) transplant center websites provided the most alternative language resources (14/57), whereas region 8 (CO, IA, KS, MO, NE, WY) and 10 (IN, MI, OH) did not providing any (0/34). Non-English resources provided did not reflect the respective state demographics or languages spoken at home. The variety in Spanish-provided resources included education PDF files and videos; external links to third-party sites in Spanish; and integrated translation systems. The average readability ease for all websites was 38&plusmn;12, ranging from 1 to 69 (scale 0-100, lower scores corresponding to greater reading difficulty). This matched grade level of kidney transplant websites, which averaged 12&plusmn;2.2, ranging from 7 (middle school) to 20 (professional).

<br><br><strong>Conclusion</strong>:&nbsp;Less than 20% of kidney transplant center websites provide some form of educational resources in an alternative language. In addition, transplant center websites&rsquo; literacy levels are 5 grades above the national average reading level of 7th grade. This inequity in understandability and literacy of transplant center websites further widen the gap in access to kidney transplantation. We hope to provide recommendations and guidelines to improve transplant center websites accessibility to better equip patients and their families with the knowledge and tools to make informed decisions regarding their transplant care.
","Clinical/Outcomes","Disparities and Access to Care","Transplantation"
